Date,Hs,P,W
"2012-10-13-9",1.5355,101330.0000,2.8000
"2012-10-13-10",1.4613,101390.0000,2.4000
"2012-10-13-11",1.4389,101400.0000,2.8000
"2012-10-13-12",1.5518,101380.0000,3.9000
"2012-10-13-13",1.4927,101390.0000,5.3000
"2012-10-13-14",1.4811,101420.0000,6.3000
"2012-10-13-15",1.4752,101420.0000,6.1000
"2012-10-13-16",1.5060,101420.0000,5.7000
"2012-10-13-17",1.5613,101360.0000,5.7000
"2012-10-13-18",1.6277,101300.0000,5.5000
"2012-10-13-19",1.6090,101240.0000,6.6000
"2012-10-13-20",1.7148,101200.0000,7.3000
"2012-10-13-21",1.7398,101190.0000,8.0000
"2012-10-13-22",1.7950,101220.0000,8.4000
"2012-10-13-23",1.9426,101240.0000,9.0000
"2012-10-14-0",2.1182,101300.0000,9.5000
"2012-10-14-1",2.2759,101370.0000,9.6000
"2012-10-14-2",2.3983,101370.0000,9.3000
"2012-10-14-3",2.3957,101320.0000,8.5000
"2012-10-14-4",2.3321,101290.0000,8.7000
"2012-10-14-5",2.3691,101280.0000,8.1000
"2012-10-14-6",2.4412,101210.0000,8.6000
"2012-10-14-7",2.3952,101170.0000,7.6000
"2012-10-14-8",2.5184,101130.0000,7.0000
"2012-10-14-9",2.4170,101150.0000,6.7000
"2012-10-14-10",2.3683,101170.0000,7.7000
"2012-10-14-11",2.3573,101200.0000,8.9000
"2012-10-14-12",2.3710,101260.0000,9.1000
"2012-10-14-13",2.6690,101290.0000,8.8000
"2012-10-14-14",2.5596,101300.0000,8.5000
"2012-10-14-15",2.8015,101280.0000,10.2000
"2012-10-14-16",2.6756,101250.0000,9.6000
"2012-10-14-17",2.8883,101190.0000,10.0000
"2012-10-14-18",3.0712,101080.0000,8.9000
"2012-10-14-19",3.2571,101040.0000,9.8000
"2012-10-14-20",3.3659,101080.0000,11.9000
"2012-10-14-21",3.1277,101000.0000,7.8000
"2012-10-14-22",3.6473,101010.0000,9.6000
"2012-10-14-23",3.5159,101040.0000,10.5000
"2012-10-15-0",3.6916,101060.0000,12.0000
"2012-10-15-1",3.2711,101040.0000,9.3000
"2012-10-15-2",3.4518,101050.0000,11.1000
"2012-10-15-3",3.4874,101060.0000,12.0000
"2012-10-15-4",3.9065,100990.0000,11.1000
"2012-10-15-5",4.0910,100950.0000,11.0000
"2012-10-15-6",3.9033,100860.0000,10.4000
"2012-10-15-7",3.7006,100710.0000,10.2000
"2012-10-15-8",4.1106,100690.0000,10.5000
"2012-10-15-9",4.5495,100650.0000,10.2000
"2012-10-15-10",4.0454,100640.0000,8.3000
"2012-10-15-11",4.0895,100660.0000,7.6000
"2012-10-15-12",3.8249,100660.0000,10.1000
"2012-10-15-13",4.1953,100700.0000,10.3000
"2012-10-15-14",4.5053,100660.0000,10.2000
"2012-10-15-15",5.0183,100630.0000,10.4000
"2012-10-15-16",4.9992,100580.0000,9.2000
"2012-10-15-17",5.1196,100500.0000,7.9000
"2012-10-15-18",4.9147,100370.0000,9.1000
"2012-10-15-19",4.8644,100320.0000,8.6000
"2012-10-15-20",5.2909,100300.0000,10.5000
"2012-10-15-21",5.2654,100260.0000,9.4000
"2012-10-15-22",4.7250,100270.0000,7.4000
"2012-10-15-23",4.8449,100240.0000,9.9000
"2012-10-16-0",5.2388,100280.0000,10.3000
"2012-10-16-1",4.7639,100320.0000,8.7000
"2012-10-16-2",4.5305,100350.0000,8.9000
"2012-10-16-3",4.8197,100360.0000,8.2000
"2012-10-16-4",4.2957,100370.0000,8.0000
"2012-10-16-5",3.8018,100330.0000,8.0000
"2012-10-16-6",3.8747,100270.0000,7.6000
"2012-10-16-7",3.3609,100270.0000,7.7000
"2012-10-16-8",3.4368,100300.0000,7.1000
"2012-10-16-9",3.3486,100320.0000,5.3000
"2012-10-16-10",3.2613,100350.0000,7.0000
"2012-10-16-11",3.0909,100410.0000,7.8000
"2012-10-16-12",3.4313,100460.0000,8.4000
"2012-10-16-13",3.0234,100530.0000,8.3000
"2012-10-16-14",3.0973,100630.0000,8.3000
"2012-10-16-15",2.8643,100700.0000,7.4000
"2012-10-16-16",2.8344,100710.0000,7.3000
"2012-10-16-17",2.9708,100680.0000,6.9000
"2012-10-16-18",2.8026,100680.0000,6.8000
"2012-10-16-19",2.6758,100660.0000,6.0000
"2012-10-16-20",3.0857,100660.0000,4.5000
"2012-10-16-21",2.4504,100700.0000,4.5000
"2012-10-16-22",2.7791,100730.0000,4.8000
"2012-10-16-23",2.6473,100770.0000,3.4000
"2012-10-17-0",2.3622,100830.0000,2.3000
"2012-10-17-1",2.6152,100900.0000,2.8000
"2012-10-17-2",2.4724,100940.0000,2.1000
"2012-10-17-3",2.5336,100990.0000,2.1000
"2012-10-17-4",2.2613,101010.0000,0.8000
"2012-10-17-5",2.4919,101040.0000,0.3000
"2012-10-17-6",2.3183,101030.0000,0.8000
"2012-10-17-7",2.2160,101030.0000,0.9000
"2012-10-17-8",2.2569,101040.0000,1.5000
"2012-10-17-9",2.0504,101070.0000,1.5000
"2012-10-17-10",2.0685,101150.0000,1.3000
"2012-10-17-11",2.0117,101210.0000,1.9000
"2012-10-17-12",1.8016,101270.0000,1.7000
"2012-10-17-13",1.9372,101340.0000,2.0000
"2012-10-17-14",1.9042,101360.0000,1.9000
"2012-10-17-15",1.5450,101390.0000,1.8000
"2012-10-17-16",1.5869,101360.0000,1.6000
"2012-10-17-17",1.4301,101310.0000,2.4000
"2012-10-17-18",1.6085,101250.0000,1.7000
"2012-10-17-19",1.5288,101250.0000,2.0000
"2012-10-17-20",1.4826,101250.0000,2.5000
"2012-10-17-21",1.5199,101270.0000,3.8000
"2012-10-17-22",1.4666,101300.0000,4.5000
"2012-10-17-23",1.7043,101320.0000,4.2000
"2012-10-18-0",1.6144,101370.0000,4.2000
"2012-10-18-1",1.5518,101420.0000,5.1000
"2012-10-18-2",1.4746,101440.0000,5.2000
"2012-10-18-3",1.5349,101450.0000,6.0000
"2012-10-18-4",1.5731,101450.0000,6.6000
"2012-10-18-5",1.6017,101450.0000,6.6000
"2012-10-18-6",1.7032,101380.0000,6.5000
"2012-10-18-7",1.7592,101330.0000,6.8000
"2012-10-18-8",1.6885,101310.0000,6.5000
"2012-10-18-9",1.6810,101280.0000,7.3000
"2012-10-18-10",1.6801,101330.0000,6.3000
"2012-10-18-11",1.7262,101420.0000,6.4000
"2012-10-18-12",1.6789,101440.0000,6.4000
"2012-10-18-13",1.6615,101450.0000,6.7000
"2012-10-18-14",1.5396,101460.0000,7.1000
"2012-10-18-15",1.4090,101500.0000,5.7000
"2012-10-18-16",1.3700,101480.0000,5.5000
"2012-10-18-17",1.2567,101460.0000,5.4000
"2012-10-18-18",1.2767,101400.0000,5.3000
"2012-10-18-19",1.2032,101370.0000,4.9000
"2012-10-18-20",1.1444,101350.0000,6.0000
"2012-10-18-21",1.2611,101400.0000,5.3000
"2012-10-18-22",1.2593,101390.0000,5.7000
"2012-10-18-23",1.2169,101420.0000,6.2000
"2012-10-19-0",1.3741,101480.0000,6.9000
"2012-10-19-1",1.4246,101530.0000,6.4000
"2012-10-19-2",1.2967,101540.0000,6.9000
"2012-10-19-3",1.3632,101520.0000,7.0000
"2012-10-19-4",1.4870,101490.0000,7.3000
"2012-10-19-5",1.6748,101460.0000,7.1000
"2012-10-19-6",1.5159,101410.0000,6.2000
"2012-10-19-7",1.6211,101360.0000,5.9000
"2012-10-19-8",1.7289,101320.0000,5.6000
"2012-10-19-9",1.4500,101310.0000,5.2000
"2012-10-19-10",1.4880,101350.0000,7.4000
"2012-10-19-11",1.5565,101370.0000,5.1000
"2012-10-19-12",1.4621,101370.0000,5.0000
"2012-10-19-13",1.3635,101450.0000,4.6000
"2012-10-19-14",1.4855,101500.0000,4.3000
"2012-10-19-15",1.3793,101500.0000,6.3000
"2012-10-19-16",1.5609,101460.0000,6.0000
"2012-10-19-17",1.6918,101400.0000,5.8000
"2012-10-19-18",1.7461,101350.0000,5.3000
"2012-10-19-19",1.7897,101310.0000,5.7000
"2012-10-19-20",1.8073,101290.0000,6.5000
"2012-10-19-21",1.8931,101310.0000,6.1000
"2012-10-19-22",1.9094,101330.0000,5.8000
"2012-10-19-23",1.7267,101370.0000,5.8000
"2012-10-20-0",1.8681,101440.0000,6.3000
"2012-10-20-1",1.8198,101490.0000,6.8000
"2012-10-20-2",2.0174,101530.0000,6.9000
"2012-10-20-3",1.9379,101520.0000,6.6000
"2012-10-20-4",1.6438,101510.0000,6.9000
"2012-10-20-5",1.6883,101470.0000,7.1000
"2012-10-20-6",1.5885,101410.0000,5.4000
"2012-10-20-7",1.4763,101370.0000,4.4000
"2012-10-20-8",1.3985,101340.0000,6.5000
"2012-10-20-9",1.4961,101350.0000,6.7000
"2012-10-20-10",1.3660,101380.0000,6.8000
"2012-10-20-11",1.4457,101430.0000,6.7000
"2012-10-20-12",1.5650,101470.0000,6.7000
"2012-10-20-13",1.5460,101510.0000,6.6000
"2012-10-20-14",1.6499,101510.0000,6.7000
"2012-10-20-15",1.5224,101510.0000,6.0000
"2012-10-20-16",1.6486,101460.0000,6.1000
"2012-10-20-17",1.7488,101380.0000,6.3000
"2012-10-20-18",1.5668,101320.0000,6.0000
"2012-10-20-19",1.7109,101280.0000,6.6000
"2012-10-20-20",1.6222,101270.0000,5.5000
"2012-10-20-21",1.7300,101270.0000,6.2000
"2012-10-20-22",1.6603,101290.0000,6.0000
"2012-10-20-23",1.6877,101320.0000,5.9000
"2012-10-21-0",1.6744,101390.0000,5.3000
"2012-10-21-1",1.6167,101410.0000,5.8000
"2012-10-21-2",1.5757,101430.0000,6.5000
"2012-10-21-3",1.6910,101410.0000,6.5000
"2012-10-21-4",1.4701,101400.0000,5.9000
"2012-10-21-5",1.5371,101360.0000,5.9000
"2012-10-21-6",1.4386,101310.0000,5.3000
"2012-10-21-7",1.4686,101290.0000,4.7000
"2012-10-21-8",1.3642,101320.0000,4.0000
"2012-10-21-9",1.1962,101380.0000,3.7000
"2012-10-21-10",1.3364,101420.0000,3.0000
"2012-10-21-11",1.3158,101470.0000,2.8000
"2012-10-21-12",1.3832,101510.0000,3.0000
"2012-10-21-13",1.2768,101560.0000,2.7000
"2012-10-21-14",1.2448,101570.0000,2.8000
"2012-10-21-15",1.3401,101510.0000,4.5000
"2012-10-21-16",1.2869,101390.0000,5.7000
"2012-10-21-17",1.2765,101280.0000,6.1000
"2012-10-21-18",1.1845,101210.0000,6.2000
"2012-10-21-19",1.2417,101230.0000,5.2000
"2012-10-21-20",1.4029,101210.0000,6.5000
"2012-10-21-21",1.3448,101230.0000,5.7000
"2012-10-21-22",1.2818,101250.0000,4.7000
"2012-10-21-23",1.4518,101280.0000,3.9000
"2012-10-22-0",1.3808,101340.0000,3.5000
"2012-10-22-1",1.3925,101370.0000,3.6000
"2012-10-22-2",1.3061,101360.0000,3.3000
"2012-10-22-3",1.2556,101410.0000,2.7000
"2012-10-22-4",1.2971,101380.0000,2.6000
"2012-10-22-5",1.2474,101350.0000,1.9000
"2012-10-22-6",1.1846,101310.0000,2.2000
"2012-10-22-7",1.1386,101220.0000,2.7000
"2012-10-22-8",1.1478,101170.0000,2.9000
"2012-10-22-9",1.1431,101180.0000,3.5000
"2012-10-22-10",1.1449,101220.0000,2.9000
"2012-10-22-11",1.1234,101240.0000,4.1000
"2012-10-22-12",1.1295,101300.0000,3.2000
"2012-10-22-13",1.0977,101360.0000,3.3000
"2012-10-22-14",1.0461,101380.0000,3.9000
"2012-10-22-15",1.0392,101370.0000,3.9000
"2012-10-22-16",1.0103,101350.0000,3.6000
"2012-10-22-17",1.0265,101270.0000,3.8000
"2012-10-22-18",1.0478,101200.0000,4.0000
"2012-10-22-19",0.9578,101190.0000,3.9000
"2012-10-22-20",0.8795,101200.0000,4.2000
"2012-10-22-21",0.8892,101210.0000,3.9000
"2012-10-22-22",0.8728,101230.0000,4.2000
"2012-10-22-23",0.9217,101230.0000,4.2000
"2012-10-23-0",0.9559,101270.0000,3.7000
"2012-10-23-1",0.9578,101320.0000,4.3000
"2012-10-23-2",0.9843,101350.0000,3.8000
"2012-10-23-3",0.9501,101360.0000,4.3000
"2012-10-23-4",0.9419,101330.0000,4.3000
"2012-10-23-5",0.9330,101250.0000,4.2000
"2012-10-23-6",1.0019,101200.0000,4.6000
"2012-10-23-7",0.8956,101150.0000,3.9000
"2012-10-23-8",0.9489,101120.0000,4.6000
"2012-10-23-9",0.8667,101110.0000,4.7000
"2012-10-23-10",0.9810,101120.0000,5.8000
"2012-10-23-11",0.9600,101160.0000,6.5000
"2012-10-23-12",1.0179,101250.0000,7.0000
"2012-10-23-13",1.0628,101310.0000,7.1000
"2012-10-23-14",1.2034,101330.0000,7.0000
"2012-10-23-15",1.2396,101300.0000,6.9000
"2012-10-23-16",1.3441,101260.0000,7.1000
"2012-10-23-17",1.3942,101210.0000,7.1000
"2012-10-23-18",1.4294,101110.0000,7.4000
"2012-10-23-19",1.4813,101090.0000,7.4000
"2012-10-23-20",1.4838,101110.0000,8.2000
"2012-10-23-21",1.5397,101140.0000,6.1000
"2012-10-23-22",1.4724,101200.0000,8.1000
"2012-10-23-23",1.5783,101250.0000,8.4000
"2012-10-24-0",1.8488,101320.0000,9.1000
"2012-10-24-1",1.8698,101370.0000,10.1000
"2012-10-24-2",2.0045,101410.0000,9.4000
"2012-10-24-3",2.0883,101380.0000,11.5000
"2012-10-24-4",2.1351,101360.0000,10.4000
"2012-10-24-5",2.3560,101330.0000,9.5000
"2012-10-24-6",2.5117,101250.0000,10.3000
"2012-10-24-7",2.3945,101190.0000,11.1000
"2012-10-24-8",2.6071,101170.0000,10.6000
"2012-10-24-9",2.6809,101180.0000,10.7000
"2012-10-24-10",2.5737,101230.0000,11.3000
"2012-10-24-11",2.6291,101280.0000,11.0000
"2012-10-24-12",2.5186,101320.0000,10.9000
"2012-10-24-13",2.5958,101350.0000,10.9000
"2012-10-24-14",2.5300,101390.0000,10.8000
"2012-10-24-15",2.5441,101370.0000,10.6000
"2012-10-24-16",2.4211,101300.0000,11.4000
"2012-10-24-17",2.6267,101190.0000,10.8000
"2012-10-24-18",2.4395,101150.0000,10.9000
"2012-10-24-19",2.5322,101140.0000,10.2000
"2012-10-24-20",2.5770,101150.0000,10.8000
"2012-10-24-21",2.6731,101170.0000,10.2000
"2012-10-24-22",2.5362,101220.0000,10.7000
"2012-10-24-23",2.7051,101240.0000,10.2000
"2012-10-25-0",2.7217,101280.0000,11.1000
"2012-10-25-1",2.8713,101290.0000,11.2000
"2012-10-25-2",2.4882,101300.0000,12.0000
"2012-10-25-3",2.8667,101260.0000,10.8000
"2012-10-25-4",2.9801,101220.0000,11.5000
"2012-10-25-5",2.9605,101200.0000,11.3000
"2012-10-25-6",2.9045,101130.0000,13.1000
"2012-10-25-7",2.8263,101070.0000,11.7000
"2012-10-25-8",2.7489,101030.0000,11.2000
"2012-10-25-9",2.8004,100990.0000,7.5000
"2012-10-25-10",2.6889,100960.0000,10.3000
"2012-10-25-11",2.5837,101030.0000,9.8000
"2012-10-25-12",2.3145,101080.0000,10.1000
"2012-10-25-13",2.3227,101180.0000,12.3000
"2012-10-25-14",2.3586,101190.0000,6.7000
"2012-10-25-15",2.2320,101110.0000,9.4000
"2012-10-25-16",2.1878,101080.0000,5.0000
"2012-10-25-17",2.1363,100970.0000,8.0000
"2012-10-25-18",2.2807,100860.0000,11.5000
"2012-10-25-19",2.4824,100800.0000,11.2000
"2012-10-25-20",2.4817,100790.0000,11.0000
"2012-10-25-21",2.7348,100800.0000,12.8000
"2012-10-25-22",2.8168,100820.0000,12.8000
"2012-10-25-23",2.8175,100840.0000,12.7000
"2012-10-26-0",3.2491,100850.0000,14.1000
"2012-10-26-1",3.5431,100820.0000,12.8000
"2012-10-26-2",3.1709,100830.0000,12.0000
"2012-10-26-3",3.4443,100790.0000,12.4000
"2012-10-26-4",3.4002,100750.0000,13.0000
"2012-10-26-5",3.1927,100720.0000,13.1000
"2012-10-26-6",3.3999,100670.0000,13.5000
"2012-10-26-7",3.3533,100610.0000,12.7000
"2012-10-26-8",3.4502,100550.0000,13.4000
"2012-10-26-9",3.6087,100530.0000,11.8000
"2012-10-26-10",3.7867,100540.0000,13.8000
"2012-10-26-11",3.6244,100520.0000,13.3000
"2012-10-26-12",3.8507,100570.0000,12.4000
"2012-10-26-13",4.0434,100660.0000,12.7000
"2012-10-26-14",3.9499,100670.0000,12.2000
"2012-10-26-15",3.6212,100680.0000,13.1000
"2012-10-26-16",3.9245,100630.0000,13.4000
"2012-10-26-17",4.0457,100530.0000,12.1000
"2012-10-26-18",3.8638,100440.0000,13.6000
"2012-10-26-19",3.9408,100400.0000,14.4000
"2012-10-26-20",3.6778,100370.0000,14.1000
"2012-10-26-21",4.2360,100370.0000,12.6000
"2012-10-26-22",4.1529,100390.0000,13.2000
"2012-10-26-23",4.3042,100400.0000,12.9000
"2012-10-27-0",3.9097,100440.0000,13.2000
"2012-10-27-1",4.1013,100470.0000,12.3000
"2012-10-27-2",4.2277,100500.0000,10.5000
"2012-10-27-3",3.8851,100510.0000,10.6000
"2012-10-27-4",4.0881,100480.0000,9.4000
"2012-10-27-5",3.9452,100450.0000,10.1000
"2012-10-27-6",3.6298,100400.0000,11.2000
"2012-10-27-7",3.7500,100350.0000,11.9000
"2012-10-27-8",3.7063,100320.0000,12.5000
"2012-10-27-9",3.6319,100310.0000,11.2000
"2012-10-27-10",3.4209,100280.0000,11.6000
"2012-10-27-11",3.4167,100340.0000,12.1000
"2012-10-27-12",3.4198,100400.0000,10.2000
"2012-10-27-13",3.2803,100450.0000,10.6000
"2012-10-27-14",3.2425,100520.0000,13.1000
"2012-10-27-15",3.3491,100520.0000,11.9000
"2012-10-27-16",3.4416,100480.0000,11.7000
"2012-10-27-17",3.2058,100410.0000,11.2000
"2012-10-27-18",NaN,100360.0000,11.9000
"2012-10-27-19",3.0151,100340.0000,10.1000
"2012-10-27-20",3.1333,100300.0000,11.5000
"2012-10-27-21",3.3768,100320.0000,11.8000
"2012-10-27-22",NaN,100370.0000,10.4000
"2012-10-27-23",NaN,100400.0000,10.9000
"2012-10-28-0",3.8984,100440.0000,12.1000
"2012-10-28-1",3.8558,100500.0000,11.3000
"2012-10-28-2",3.9725,100510.0000,11.7000
"2012-10-28-3",3.9210,100540.0000,12.1000
"2012-10-28-4",4.6527,100530.0000,13.6000
"2012-10-28-5",4.7042,100490.0000,12.1000
"2012-10-28-6",4.8324,100450.0000,11.8000
"2012-10-28-7",5.5890,100420.0000,12.1000
"2012-10-28-8",5.4651,100400.0000,12.8000
"2012-10-28-9",6.3191,100390.0000,12.6000
"2012-10-28-10",5.3146,100440.0000,11.8000
"2012-10-28-11",5.9100,100490.0000,11.5000
"2012-10-28-12",5.8920,100530.0000,12.4000
"2012-10-28-13",5.4652,100590.0000,12.1000
"2012-10-28-14",5.1565,100640.0000,11.4000
"2012-10-28-15",5.4572,100650.0000,11.8000
"2012-10-28-16",5.4178,100610.0000,12.0000
"2012-10-28-17",5.5650,100530.0000,11.1000
"2012-10-28-18",5.1417,100480.0000,11.4000
"2012-10-28-19",5.7291,100480.0000,11.4000
"2012-10-28-20",5.6234,100480.0000,12.1000
"2012-10-28-21",5.4691,100500.0000,11.8000
"2012-10-28-22",5.8600,100530.0000,11.4000
"2012-10-28-23",6.0842,100580.0000,12.2000
"2012-10-29-0",5.6033,100640.0000,11.8000
"2012-10-29-1",6.3757,100680.0000,11.1000
"2012-10-29-2",6.1537,100720.0000,10.6000
"2012-10-29-3",5.5907,100740.0000,10.6000
"2012-10-29-4",5.8308,100760.0000,10.0000
"2012-10-29-5",5.6512,100760.0000,10.5000
"2012-10-29-6",5.3926,100730.0000,10.1000
"2012-10-29-7",5.4034,100710.0000,10.1000
"2012-10-29-8",5.1165,100680.0000,9.9000
"2012-10-29-9",5.1609,100690.0000,10.2000
"2012-10-29-10",5.2768,100740.0000,10.2000
"2012-10-29-11",4.6103,100840.0000,9.1000
"2012-10-29-12",4.7273,100890.0000,7.9000
"2012-10-29-13",4.5734,100950.0000,8.1000
"2012-10-29-14",4.4601,101010.0000,8.4000
"2012-10-29-15",3.9941,100990.0000,7.9000
"2012-10-29-16",4.0745,100980.0000,8.6000
"2012-10-29-17",4.2421,100940.0000,8.1000
"2012-10-29-18",4.2969,100900.0000,8.3000
"2012-10-29-19",4.5696,100880.0000,8.1000
"2012-10-29-20",3.9250,100870.0000,8.1000
"2012-10-29-21",4.3783,100870.0000,7.9000
"2012-10-29-22",4.0692,100900.0000,8.1000
"2012-10-29-23",4.1372,100920.0000,7.7000
"2012-10-30-0",4.0207,100970.0000,7.0000
"2012-10-30-1",3.9226,101000.0000,9.2000
"2012-10-30-2",3.7150,101070.0000,9.3000
"2012-10-30-3",3.9237,101070.0000,6.3000
"2012-10-30-4",3.9022,101090.0000,7.0000
"2012-10-30-5",3.9823,101070.0000,6.5000
"2012-10-30-6",3.9845,101070.0000,4.6000
"2012-10-30-7",3.9941,101050.0000,8.6000
"2012-10-30-8",4.0824,101060.0000,9.0000
"2012-10-30-9",3.6662,101090.0000,10.1000
"2012-10-30-10",3.8844,101130.0000,8.8000
"2012-10-30-11",3.5679,101250.0000,7.0000
"2012-10-30-12",3.6721,101310.0000,5.6000
"2012-10-30-13",3.6265,101390.0000,6.1000
"2012-10-30-14",NaN,101440.0000,5.0000
"2012-10-30-15",3.4629,101440.0000,5.1000
"2012-10-30-16",3.4467,101400.0000,5.4000
"2012-10-30-17",2.9385,101350.0000,5.3000
"2012-10-30-18",3.0991,101330.0000,5.4000
"2012-10-30-19",3.2540,101320.0000,6.1000
"2012-10-30-20",3.2316,101320.0000,4.9000
"2012-10-30-21",3.0652,101350.0000,3.4000
"2012-10-30-22",3.2028,101390.0000,2.8000
"2012-10-30-23",2.9918,101420.0000,2.0000
"2012-10-31-0",2.9501,101490.0000,2.1000
"2012-10-31-1",2.6928,101530.0000,1.3000
"2012-10-31-2",2.9527,101560.0000,1.0000
"2012-10-31-3",2.8300,101560.0000,1.1000
"2012-10-31-4",2.5849,101530.0000,0.2000
"2012-10-31-5",2.8912,101520.0000,0.3000
"2012-10-31-6",2.6897,101490.0000,0.3000
"2012-10-31-7",2.6637,101430.0000,0.2000
"2012-10-31-8",2.5114,101430.0000,0.2000
"2012-10-31-9",2.6493,101440.0000,0.5000
"2012-10-31-10",2.2562,101500.0000,0.7000
"2012-10-31-11",2.4708,101520.0000,0.3000
"2012-10-31-12",2.4884,101600.0000,0.1000
"2012-10-31-13",2.5218,101640.0000,0.3000
"2012-10-31-14",2.1227,101680.0000,0.9000
"2012-10-31-15",2.2781,101690.0000,7.3000
"2012-10-31-16",2.1418,101640.0000,5.0000
"2012-10-31-17",2.1604,101560.0000,4.5000
"2012-10-31-18",2.3298,101520.0000,5.3000
"2012-10-31-19",2.3546,101460.0000,4.6000
"2012-10-31-20",2.4693,101480.0000,5.2000
"2012-10-31-21",2.5773,101530.0000,4.2000
"2012-10-31-22",2.4076,101560.0000,4.5000
"2012-10-31-23",2.4520,101590.0000,4.5000
"2012-11-1-0",2.6516,101580.0000,4.9000
"2012-11-1-1",2.4004,101620.0000,3.7000
"2012-11-1-2",2.3804,101650.0000,2.9000
"2012-11-1-3",2.2164,101660.0000,2.9000
"2012-11-1-4",2.1393,101640.0000,3.5000
"2012-11-1-5",2.1743,101580.0000,3.8000
"2012-11-1-6",2.2117,101510.0000,3.1000
"2012-11-1-7",2.0763,101500.0000,2.5000
"2012-11-1-8",2.0806,101520.0000,2.5000
"2012-11-1-9",1.9331,101550.0000,2.1000
"2012-11-1-10",1.9329,101590.0000,3.8000
"2012-11-1-11",1.9805,101620.0000,3.6000
"2012-11-1-12",1.9057,101670.0000,2.9000
"2012-11-1-13",1.9194,101720.0000,2.6000
"2012-11-1-14",1.8767,101760.0000,1.9000
"2012-11-1-15",1.8051,101730.0000,1.6000
"2012-11-1-16",1.9840,101700.0000,0.9000
"2012-11-1-17",2.2560,101590.0000,1.6000
"2012-11-1-18",2.2381,101510.0000,2.6000
"2012-11-1-19",2.1964,101460.0000,2.7000
"2012-11-1-20",2.2624,101460.0000,3.2000
"2012-11-1-21",2.1758,101470.0000,3.4000
"2012-11-1-22",2.2106,101520.0000,2.6000
"2012-11-1-23",2.4756,101540.0000,3.1000
"2012-11-2-0",2.3835,101590.0000,2.8000
"2012-11-2-1",2.1709,101650.0000,2.0000
"2012-11-2-2",2.2777,101650.0000,2.0000
"2012-11-2-3",2.3670,101680.0000,1.8000
"2012-11-2-4",2.1954,101670.0000,1.9000
"2012-11-2-5",2.1336,101620.0000,2.6000
"2012-11-2-6",1.9577,101610.0000,3.1000
"2012-11-2-7",2.1194,101540.0000,2.9000
"2012-11-2-8",2.2109,101580.0000,3.3000
"2012-11-2-9",1.9215,101540.0000,3.7000
"2012-11-2-10",2.1407,101590.0000,3.7000
"2012-11-2-11",2.1712,101650.0000,3.7000
"2012-11-2-12",2.1415,101650.0000,4.2000
"2012-11-2-13",2.3236,101700.0000,4.0000
"2012-11-2-14",2.0582,101760.0000,3.7000
"2012-11-2-15",2.1817,101790.0000,3.3000
"2012-11-2-16",2.3729,101740.0000,3.9000
"2012-11-2-17",2.1450,101680.0000,3.2000
"2012-11-2-18",2.1254,101610.0000,2.2000
"2012-11-2-19",2.0706,101580.0000,2.5000
"2012-11-2-20",1.9728,101570.0000,2.9000
"2012-11-2-21",2.0066,101610.0000,3.8000
"2012-11-2-22",2.1693,101630.0000,3.6000
"2012-11-2-23",2.1678,101640.0000,2.9000
"2012-11-3-0",1.9732,101690.0000,2.5000
"2012-11-3-1",2.0135,101730.0000,2.4000
"2012-11-3-2",2.4112,101740.0000,2.6000
"2012-11-3-3",2.5078,101740.0000,3.6000
"2012-11-3-4",1.9101,101730.0000,3.7000
"2012-11-3-5",2.0716,101690.0000,3.8000
"2012-11-3-6",2.0257,101680.0000,4.6000
"2012-11-3-7",2.2717,101620.0000,4.5000
"2012-11-3-8",2.1304,101610.0000,4.4000
"2012-11-3-9",2.1641,101630.0000,4.2000
"2012-11-3-10",2.0043,101680.0000,3.7000
"2012-11-3-11",2.1024,101710.0000,4.6000
"2012-11-3-12",2.1272,101750.0000,3.0000
"2012-11-3-13",2.1729,101820.0000,3.8000
"2012-11-3-14",2.1075,101880.0000,3.8000
"2012-11-3-15",2.1206,101840.0000,4.3000
"2012-11-3-16",2.0148,101810.0000,3.9000
"2012-11-3-17",2.0355,101780.0000,3.4000
"2012-11-3-18",1.8013,101730.0000,4.2000
"2012-11-3-19",2.0479,101710.0000,4.4000
"2012-11-3-20",1.8289,101700.0000,4.4000
"2012-11-3-21",1.9372,101720.0000,3.8000
"2012-11-3-22",1.8453,101700.0000,4.0000
"2012-11-3-23",1.9102,101730.0000,4.2000
"2012-11-4-0",1.9984,101780.0000,4.7000
"2012-11-4-1",1.8283,101840.0000,3.8000
"2012-11-4-2",1.8248,101840.0000,3.5000
"2012-11-4-3",1.6374,101860.0000,2.6000
"2012-11-4-4",1.8416,101830.0000,2.9000
"2012-11-4-5",1.6835,101780.0000,3.9000
"2012-11-4-6",1.5978,101730.0000,3.4000
"2012-11-4-7",1.7361,101680.0000,3.5000
"2012-11-4-8",1.7759,101670.0000,3.9000
"2012-11-4-9",1.6580,101660.0000,3.8000
"2012-11-4-10",1.6782,101700.0000,4.2000
"2012-11-4-11",1.7947,101780.0000,4.8000
"2012-11-4-12",1.6406,101820.0000,5.1000
"2012-11-4-13",1.7665,101850.0000,5.8000
"2012-11-4-14",1.7356,101900.0000,6.1000
"2012-11-4-15",1.6043,101880.0000,6.0000
"2012-11-4-16",1.4603,101840.0000,5.3000
"2012-11-4-17",1.5867,101780.0000,6.0000
"2012-11-4-18",1.5630,101700.0000,5.7000
